역번호,날짜,호선,역명,구분,축제명,개최장소,축제시작일자,축제종료일자,합 계
414,2019-03-06,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43099
414,2019-03-07,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44284
414,2019-03-07,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43983
414,2019-03-08,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,46078
414,2019-03-08,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45997
414,2019-03-09,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35928
414,2019-03-09,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,36071
414,2019-03-10,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26781
414,2019-03-10,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,25861
414,2019-03-11,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43504
414,2019-03-11,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43133
414,2019-03-12,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43009
414,2019-03-12,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42444
414,2019-03-13,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43643
414,2019-03-13,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43478
414,2019-03-14,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44263
414,2019-03-14,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43869
414,2019-03-15,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45126
414,2019-03-15,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45541
414,2019-03-16,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35375
414,2019-03-16,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35090
414,2019-03-17,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,27751
414,2019-03-17,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26766
414,2019-03-18,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43197
414,2019-03-18,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42906
414,2019-03-19,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43905
414,2019-03-19,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43627
414,2019-03-20,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43089
414,2019-03-20,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42683
414,2019-03-21,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43623
414,2019-03-21,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43305
414,2019-03-22,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45458
414,2019-03-22,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45629
414,2019-03-23,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,33926
414,2019-03-23,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,33775
414,2019-03-24,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,27095
414,2019-03-24,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26187
414,2019-03-25,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43030
414,2019-03-25,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42869
414,2019-03-26,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43847
414,2019-03-26,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43468
414,2019-03-27,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43896
414,2019-03-27,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43139
414,2019-03-28,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43951
414,2019-03-28,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43374
414,2019-03-29,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45673
414,2019-03-29,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45546
414,2019-03-30,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,33462
414,2019-03-30,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,33543
414,2019-03-31,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26170
414,2019-03-31,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,25394
414,2019-04-01,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42925
414,2019-04-01,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42454
414,2019-04-02,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43491
414,2019-04-02,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43097
414,2019-04-03,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43603
414,2019-04-03,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43371
414,2019-04-04,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43370
414,2019-04-04,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43234
414,2019-04-05,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45671
414,2019-04-05,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45407
414,2019-04-06,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,33691
414,2019-04-06,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,33393
414,2019-04-07,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,27970
414,2019-04-07,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26839
414,2019-04-08,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43396
414,2019-04-08,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42880
414,2019-04-09,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42522
414,2019-04-09,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42443
414,2019-04-10,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42882
414,2019-04-10,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42396
414,2019-04-11,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44076
414,2019-04-11,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43554
414,2019-04-12,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45873
414,2019-04-12,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45805
414,2019-04-13,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,36341
414,2019-04-13,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35719
414,2019-04-14,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,25069
414,2019-04-14,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,24188
414,2019-04-15,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42960
414,2019-04-15,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42595
414,2019-04-16,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43528
414,2019-04-16,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42903
414,2019-04-17,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43658
414,2019-04-17,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43152
414,2019-04-18,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43974
414,2019-04-18,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43702
414,2019-04-19,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44212
414,2019-04-19,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44663
414,2019-04-20,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,34528
414,2019-04-20,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,34107
414,2019-04-21,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26282
414,2019-04-21,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,25436
414,2019-04-22,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42552
414,2019-04-22,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,41673
414,2019-04-23,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43021
414,2019-04-23,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42549
414,2019-04-24,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43886
414,2019-04-24,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43460
414,2019-04-25,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42866
414,2019-04-25,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42708
414,2019-04-26,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45199
414,2019-04-26,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45264
414,2019-04-27,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,37071
414,2019-04-27,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,36248
414,2019-04-28,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,27046
414,2019-04-28,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,26315
414,2019-04-29,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43432
414,2019-04-29,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42677
414,2019-04-30,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45357
414,2019-04-30,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45441
414,2019-05-01,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,37111
414,2019-05-01,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,36113
414,2019-05-02,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44617
414,2019-05-02,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43822
414,2019-05-03,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,46459
414,2019-05-03,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45878
414,2019-05-04,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35380
414,2019-05-04,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,34772
414,2019-05-05,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,27725
414,2019-05-05,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,27019
414,2019-05-06,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,29317
414,2019-05-06,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,28948
414,2019-05-07,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43982
414,2019-05-07,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43695
414,2019-05-08,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43942
414,2019-05-08,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43891
414,2019-05-09,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44805
414,2019-05-09,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44487
414,2019-05-10,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,46149
414,2019-05-10,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45884
414,2019-05-11,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,36396
414,2019-05-11,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,36038
414,2019-05-12,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,29429
414,2019-05-12,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,28772
414,2019-05-13,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42898
414,2019-05-13,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42350
414,2019-05-14,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43970
414,2019-05-14,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43698
414,2019-05-15,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44953
414,2019-05-15,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44669
414,2019-05-16,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44007
414,2019-05-16,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43675
414,2019-05-17,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45694
414,2019-05-17,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,45292
414,2019-05-18,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35755
414,2019-05-18,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,35072
414,2019-05-19,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,25135
414,2019-05-19,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,24404
414,2019-05-20,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43443
414,2019-05-20,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,42714
414,2019-05-21,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43855
414,2019-05-21,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43528
414,2019-05-22,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,44263
414,2019-05-22,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43732
414,2019-05-23,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43687
414,2019-05-23,4호선,수유(강북구청),하차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,43218
414,2019-05-24,4호선,수유(강북구청),승차,4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,46025
